"table_name","column_name"
organization_currencies,no_of_decimal_places_for_amounts_in_words
organization_currencies,status
organization_currencies,organization_id
organization_currencies,is_primary
organization_currencies_configurations,organization_currencies_configuration_id
organization_currencies_configurations,organization_id
organization_currencies_configurations,use_number_of_decimal_places
organization_currencies_configurations,enable_option_to_show_amount_in_millions
organization_currencies_configurations,enable_option_to_suffix_symbol_to_amount
organization_currencies_configurations,enable_option_to_add_space_between_amount_and_symbol
organization_currencies_configurations,use_a_word_to_represent_decimal_amount
organization_currencies_configurations,use_number_of_decimal_places_for_amount_in_words
organization_excise_classification_histories,organization_excise_classification_history_id
organization_excise_classification_histories,organization_excise_classification_id
organization_excise_classification_histories,organization_id
organization_excise_classification_histories,organization_excise_duty_classification_id
organization_excise_classification_histories,valuation_type
organization_excise_classification_histories,rate
organization_excise_classification_histories,rate_per_unit
organization_excise_classification_histories,notification_no
organization_excise_classification_histories,notification_sno
organization_excise_classifications,organization_excise_classification_id
organization_excise_classifications,organization_id
organization_excise_classifications,name
organization_excise_classifications,hsn_code
organization_excise_classifications,rep_uom
organization_excise_classifications,tariff_type
organization_excise_classifications,valuation_type
organization_excise_classifications,calculate_duty_on_mrp
organization_excise_details,organization_excise_detail_id
organization_excise_details,organization_id
organization_excise_details,unit_name
organization_excise_details,address
organization_excise_details,state
organization_excise_details,pincode
organization_excise_details,telephone_no
organization_excise_details,registration_type
organization_excise_details,ecc_number
organization_excise_details,set_alter_excise_tariff_details
organization_excise_details,define_excise_tariff_and_duty_details_as_masters
organization_excise_details,deactivate_from
organization_excise_duty_classifications,organization_excise_duty_classification_id
organization_excise_duty_classifications,organization_id
organization_excise_duty_classifications,name
organization_excise_duty_classifications,duty_code
organization_excise_duty_classifications,calculation_method
organization_excise_duty_classifications,calculation_method_ref_id
organization_excise_manufacturer_details,organization_excise_manufacturer_detail_id
organization_excise_manufacturer_details,organization_excise_detail_id
organization_excise_manufacturer_details,applicable_from
organization_excise_manufacturer_details,type_of_manufacturer
organization_excise_manufacturer_details,is_1_or_2_percent_goods
organization_excise_tariff_details,organization_excise_tariff_detail_id
organization_excise_tariff_details,organization_excise_detail_id
organization_excise_tariff_details,applicable_from
organization_excise_tariff_details,tariff_name
organization_excise_tariff_details,hsn_code
organization_excise_tariff_details,reporting_uom
organization_excise_tariff_details,types_of_tariff
organization_excise_tariff_details,valuation_type
organization_excise_tariff_details,calculate_duty_on_mrp
organization_excise_tariff_details,abatement_rate
organization_excise_tariff_details,set_alter_duty_details
organization_features,organization_feature_id
organization_features,organization_id
organization_features,maintain_accounts
organization_features,enable_bill_wise_entry
organization_features,enable_cost_centers
organization_features,enable_interest_calculation
organization_features,maintain_inventory
